Date,Business Area,Region,Country,IT Sub Area,IT Area,Cost element name,Cost Element Group,Cost Element Sub Group,Actual
Dec,Manufacturing,Europe,France,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,57973.75
Dec,Manufacturing,Europe,France,Manufacturing,BU Support,Payroll Taxes - Variable Comp,Labor,Internal Labor,7492.6
Dec,Manufacturing,Europe,France,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,137270.62
Dec,Manufacturing,Europe,France,Manufacturing,BU Support,Subscriptions and Reference Material,Other,Other,1233.3
Dec,Manufacturing,Europe,France,Manufacturing,BU Support,Travel Expense,Other,Travel,345.32
Dec,Manufacturing,Europe,France,Manufacturing,BU Support,Vehicle Rent,Other,Vehicles,796.55
Dec,Manufacturing,Europe,France,Manufacturing,BU Support,Vehicle Rent - Employees,Other,Vehicles,-62.37
Dec,Office & Administrative,Europe,Germany,R2,Functional,Retirement Plan Match,Labor,Internal Labor,5549.19
Dec,Office & Administrative,Latin America,Mexico,R2,Functional,Contractors,Labor,External Labor,17450.12
Dec,Office & Administrative,Latin America,Mexico,R2,Functional,Fixed Assets,Depr & Amort,Depreciation,417.36
Dec,Office & Administrative,Latin America,Mexico,R2,Functional,Software,Depr & Amort,Amortization,149.04
Dec,BU,Europe,Portugal,Distribution,BU Support,Allowances,Labor,Internal Labor,52.55
Dec,BU,Europe,Portugal,Distribution,BU Support,Bonuses,Labor,Internal Labor,9873.08
Dec,BU,Europe,Portugal,Distribution,BU Support,Employee Pharmacy,Other,Other,7.67
Dec,BU,Europe,Portugal,Distribution,BU Support,Employee Wellness,Labor,Internal Labor,242.81
Dec,BU,Europe,Portugal,Distribution,BU Support,Insurance,Labor,Internal Labor,69.97
Dec,BU,Europe,Portugal,Distribution,BU Support,Office Supplies,Other,Supplies,373.06
Dec,BU,Europe,Portugal,Distribution,BU Support,Outside Repairs - Cars,Other,Vehicles,1596.73
Dec,BU,Europe,Portugal,Distribution,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,-95.12
Dec,BU,Europe,Portugal,Distribution,BU Support,Regular Salaries And Wages,Labor,Internal Labor,1469.38
Dec,BU,Europe,Portugal,Distribution,BU Support,Sales Meeting Expense,Other,Other,414.26
Dec,BU,Europe,Portugal,Distribution,BU Support,Telecom Services,Other,Telecomm,31.16
Dec,BU,Europe,Portugal,Distribution,BU Support,Telephone,Other,Telecomm,166.68
Dec,BU,Europe,Portugal,Distribution,BU Support,Travel Expense,Other,Travel,2804.97
Dec,BU,Europe,Portugal,Distribution,BU Support,Vacation,Labor,Internal Labor,-2203.1
Dec,BU,Europe,Portugal,Distribution,BU Support,Vacation Accrual,Labor,Internal Labor,928.28
Dec,BU,Europe,Portugal,Distribution,BU Support,Vehicle Fuel,Other,Vehicles,370.99
Dec,BU,Europe,Portugal,Distribution,BU Support,Vehicle Rent,Other,Vehicles,271.7
Dec,BU,USA,USA,R5,Functional,Fixed Assets,Depr & Amort,Depreciation,24139.92
Dec,BU,USA,USA,R5,Functional,Outsourcing,Labor,External Labor,208176.58
Dec,BU,USA,USA,R5,Functional,Professional Services,Labor,External Labor,478046.21
Dec,BU,USA,USA,R5,Functional,Project Expense,Other,Project Expenses,171251.1
Dec,BU,USA,USA,R5,Functional,Property Taxes,Other,Taxes,34.65
Dec,BU,USA,USA,R5,Functional,Purchased Software,Hardware & Software,Software,562.87
Dec,BU,USA,USA,R5,Functional,Settlements,Other,Project Expenses,151905
Dec,BU,USA,USA,R5,Functional,Software,Depr & Amort,Amortization,81187.56
Dec,BU,USA,USA,R5,Functional,Software Maintenance,Hardware & Software,Software Maintenance,17546.39
Dec,BU,USA,USA,R5,Functional,Telecom,Other,Telecomm,29.86
Dec,Infrastructure,Europe,Finland,Productivity,Infrastructure,Computer Hardware,Hardware & Software,Hardware,26836.93
Dec,Infrastructure,Europe,Finland,Productivity,Infrastructure,Machine/Equipment Rental,Hardware & Software,Hardware,10773.01
Dec,BU,Canada,Canada,R1,Functional,Computer Rental,Hardware & Software,Hardware,240.18
Dec,BU,Canada,Canada,R1,Functional,Insurance,Labor,Internal Labor,1757.83
Dec,BU,Canada,Canada,R1,Functional,Insurance,Other,Vehicles,31.65
Dec,BU,Canada,Canada,R1,Functional,M&E-Nondeductible,Other,Travel,123.74
Dec,BU,Canada,Canada,R1,Functional,Regular Salaries And Wages,Labor,Internal Labor,32250.02
Dec,BU,Canada,Canada,R1,Functional,Retirement Plan Match,Labor,Internal Labor,448.78
Dec,BU,Canada,Canada,R1,Functional,Savings Plan,Labor,Internal Labor,967.52
Dec,BU,Canada,Canada,R1,Functional,Telecommunication,Other,Telecomm,218.38
Dec,BU,Canada,Canada,R1,Functional,Telephone,Other,Telecomm,629.67
Dec,BU,Canada,Canada,R1,Functional,Training,Other,Training,4537.67
Dec,BU,Canada,Canada,R1,Functional,Travel Expense,Other,Travel,400.31
Dec,BU,Canada,Canada,R1,Functional,Travel Expense-Hotel,Other,Travel,1096.89
Dec,BU,Latin America,Brazil,Emerging,BU Support,Fixed Assets,Depr & Amort,Depreciation,2069.35
Dec,BU,Latin America,Brazil,Emerging,BU Support,Telecom Services,Other,Telecomm,62.82
Dec,BU,Latin America,Mexico,Emerging,BU Support,Contractors,Labor,External Labor,2124.27
Dec,BU,Latin America,Mexico,Emerging,BU Support,Fixed Assets,Depr & Amort,Depreciation,9.1
Dec,Distribution,Europe,Spain,GRC,Governance,Professional Services,Labor,External Labor,30031.28
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Bonuses,Labor,Internal Labor,22152.12
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Individual Performance Recognition,Other,Employee Performance,1004.65
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Insurance,Labor,Internal Labor,14997.66
Dec,Distribution,USA,USA,Security & Risk Management,Governance,M&E-Nondeductible,Other,Travel,176.97
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Marketing Campaigns,Other,Other,116.24
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Materials,Other,Supplies,139.35
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Materials,Other,Supplies,1123.04
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Memberships,Other,Other,85
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Outsourcing,Labor,External Labor,6231
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Payroll Taxes - Salaries,Labor,Internal Labor,6193.3
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Professional Services,Labor,External Labor,142472.45
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Project Expense,Other,Project Expenses,53500
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Property Taxes,Other,Taxes,74.31
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Purchased Software,Hardware & Software,Software,18.76
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Regular Salaries And Wages,Labor,Internal Labor,151191.44
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Retirement Medical,Labor,Internal Labor,13572.47
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Retirement Plan Match,Labor,Internal Labor,17068.69
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Savings Plan,Labor,Internal Labor,8137.02
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Software Maintenance,Hardware & Software,Software Maintenance,13232.09
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Subscriptions,Other,Other,9.99
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Telecom,Other,Telecomm,1186.65
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Training,Other,Training,8868.97
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Transportation - Air,Other,Other,19.25
Dec,Distribution,USA,USA,Security & Risk Management,Governance,Travel Expense,Other,Travel,5142.68
Dec,Distribution,USA,USA,Vendor Management,Governance,Bonuses,Labor,Internal Labor,26974.26
Dec,Distribution,USA,USA,Vendor Management,Governance,Conferences,Other,Training,30
Dec,Distribution,USA,USA,Vendor Management,Governance,Fixed Assets,Depr & Amort,Depreciation,390.96
Dec,Distribution,USA,USA,Vendor Management,Governance,Individual Performance Recognition,Other,Employee Performance,733.38
Dec,Distribution,USA,USA,Vendor Management,Governance,Insurance,Labor,Internal Labor,18756.62
Dec,Distribution,USA,USA,Vendor Management,Governance,M&E-Nondeductible,Other,Travel,287.73
Dec,Distribution,USA,USA,Vendor Management,Governance,Memberships,Other,Other,144
Dec,Distribution,USA,USA,Vendor Management,Governance,Outsourcing,Labor,External Labor,607359.03
Dec,Distribution,USA,USA,Vendor Management,Governance,Payroll Taxes - Salaries,Labor,Internal Labor,15958.87
Dec,Distribution,USA,USA,Vendor Management,Governance,Property Taxes,Other,Taxes,49.02
Dec,Distribution,USA,USA,Vendor Management,Governance,Purchased Software,Hardware & Software,Software,337.72
Dec,Distribution,USA,USA,Vendor Management,Governance,Regular Salaries And Wages,Labor,Internal Labor,195306.22
Dec,Distribution,USA,USA,Vendor Management,Governance,Retirement Medical,Labor,Internal Labor,16965.58
Dec,Distribution,USA,USA,Vendor Management,Governance,Retirement Plan Match,Labor,Internal Labor,21887.38
Dec,Distribution,USA,USA,Vendor Management,Governance,Savings Plan,Labor,Internal Labor,11243.32
Dec,Distribution,USA,USA,Vendor Management,Governance,Software Maintenance,Hardware & Software,Software Maintenance,244.86
Dec,Distribution,USA,USA,Vendor Management,Governance,Team Performance,Other,Recognition,164.48
Dec,Distribution,USA,USA,Vendor Management,Governance,Telecom,Other,Telecomm,2873.83
Dec,Distribution,USA,USA,Vendor Management,Governance,Time Charges - Activities,Shared Services,Outbound Allocations,3445.2
Dec,Distribution,USA,USA,Vendor Management,Governance,Transportation - Air,Other,Other,19.38
Dec,Distribution,USA,USA,Vendor Management,Governance,Travel Expense,Other,Travel,123.24
Dec,Infrastructure,Europe,Spain,Data Centers,Infrastructure,Lease,Other,Vehicles,1591
Dec,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,309.46
Dec,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Non CAPEX Equipment,Hardware & Software,Hardware,-27773.96
Dec,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Telephone,Other,Telecomm,468.84
Dec,Infrastructure,Europe,Switzerland,Productivity,Infrastructure,Travel Expense,Other,Travel,1221.84
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Bonuses,Labor,Internal Labor,1723.34
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Contractors,Labor,External Labor,6928.6
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Fixed Assets,Depr & Amort,Depreciation,415.37
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Insurance,Labor,Internal Labor,388.69
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Non CAPEX Equipment,Hardware & Software,Hardware,38192.06
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Payroll Taxes - Salaries,Labor,Internal Labor,1079.16
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Professional Services,Labor,External Labor,28779.97
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Purchased Software,Hardware & Software,Software,29082.4
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,7146.49
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Retirement Plan Match,Labor,Internal Labor,1259.73
Dec,Infrastructure,Europe,United Kingdom,Productivity,Infrastructure,Travel Expense,Other,Travel,164.33
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Bonuses,Labor,Internal Labor,4258.28
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Computer Hardware,Hardware & Software,Hardware,1358
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Individual Performance Recognition,Other,Employee Performance,3.25
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Insurance,Labor,Internal Labor,2812.07
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Moving Expenses - NT,Other,Moving,1360
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Outsourcing,Labor,External Labor,4418678.38
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Payroll Taxes - Salaries,Labor,Internal Labor,712.66
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Professional Services,Labor,External Labor,2295027.32
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Regular Salaries And Wages,Labor,Internal Labor,30305.12
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Retirement Medical,Labor,Internal Labor,2544.84
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Retirement Plan Match,Labor,Internal Labor,3403.37
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Savings Plan,Labor,Internal Labor,1824.98
Dec,Infrastructure,USA,USA,Core Infrastructure,Infrastructure,Telecom,Other,Telecomm,400.54
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Computer Hardware,Hardware & Software,Hardware,117200
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Network Equipment Rental,Hardware & Software,Hardware,9100
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Network Equipment Rental,Hardware & Software,Hardware,37794.29
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Outsourcing,Labor,External Labor,45552.9
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Professional Services,Labor,External Labor,38182
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Property Taxes,Other,Taxes,226.75
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Software Maintenance,Hardware & Software,Software Maintenance,79398.24
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Telecom,Other,Telecomm,-53159.95
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Telecom,Other,Telecomm,-1053545.38
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Telecom,Other,Telecomm,-38259.02
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Telephone,Other,Telecomm,977701.27
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Telephone,Other,Telecomm,124877.16
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Transportation - Air,Other,Other,4.87
Dec,Infrastructure,USA,USA,Networking,Infrastructure,Transportation - Motor Freight,Other,Other,100
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,8901.5
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,19058.4
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Conferences,Other,Training,205
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,6597.93
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,153.7
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,3713.55
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,5624.12
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,16889.73
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,M&E-Nondeductible,Other,Travel,1380.35
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Materials,Other,Supplies,28.84
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Outsourcing,Labor,External Labor,6947.34
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Outsourcing,Labor,External Labor,30593.33
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,1708.6
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,7993.69
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,23920
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,41500.34
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Project Expense,Other,Project Expenses,61353.12
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,709.29
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,262.67
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,656.68
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,62114.44
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,150666.82
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,5089.68
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,15269.03
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,6992.75
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,16712.4
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,3814.94
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,8963.7
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Software,Depr & Amort,Amortization,68375.34
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Software,Depr & Amort,Amortization,416.67
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,190.44
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,476.11
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Team Performance,Other,Recognition,580.06
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,1400.36
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,5462.85
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Telephone,Other,Telecomm,48.25
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Transportation - Air,Other,Other,56.58
Dec,Manufacturing,USA,USA,Manufacturing,BU Support,Travel Expense,Other,Travel,19323.38
Dec,Office & Administrative,Europe,Italy,R2,Functional,Indemnification and Separation Allowance,Other,Severance,781.2
Dec,Office & Administrative,Europe,Italy,R2,Functional,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,10799.73
Dec,Office & Administrative,Europe,Italy,R2,Functional,Other ( + Tax ),Labor,Internal Labor,105.87
Dec,Office & Administrative,Europe,Italy,R2,Functional,Payroll Taxes - Salaries,Labor,Internal Labor,2088.14
Dec,Office & Administrative,Europe,Italy,R2,Functional,Regular Salaries And Wages,Labor,Internal Labor,5831.08
Dec,Office & Administrative,Europe,Italy,R2,Functional,Sales Incentive Comp,Labor,Internal Labor,506.04
Dec,Office & Administrative,Europe,Italy,R2,Functional,Travel Expense,Other,Travel,307.99
Dec,Office & Administrative,Europe,Italy,R2,Functional,Unscheduled Overtime,Labor,Internal Labor,-75.03
Dec,Office & Administrative,Europe,Italy,R2,Functional,Vacation,Labor,Internal Labor,162.57
Dec,Office & Administrative,Europe,Italy,R2,Functional,Variable Salaries And Wages,Labor,Internal Labor,12.6
Dec,Office & Administrative,USA,USA,R2,Functional,Bonuses,Labor,Internal Labor,19146.56
Dec,Office & Administrative,USA,USA,R2,Functional,Computer Hardware,Hardware & Software,Hardware,841
Dec,Office & Administrative,USA,USA,R2,Functional,Fixed Assets,Depr & Amort,Depreciation,606.24
Dec,Office & Administrative,USA,USA,R2,Functional,Food Charges,Other,Other,269.04
Dec,Office & Administrative,USA,USA,R2,Functional,Individual Performance Recognition,Other,Employee Performance,1028.6
Dec,Office & Administrative,USA,USA,R2,Functional,Insurance,Labor,Internal Labor,14997.66
Dec,Office & Administrative,USA,USA,R2,Functional,Lease,Other,Vehicles,3.75
Dec,Office & Administrative,USA,USA,R2,Functional,M&E-Nondeductible,Other,Travel,117.02
Dec,Office & Administrative,USA,USA,R2,Functional,Outsourcing,Labor,External Labor,129794
Dec,Office & Administrative,USA,USA,R2,Functional,Payroll Taxes - Salaries,Labor,Internal Labor,7357.93
Dec,Office & Administrative,USA,USA,R2,Functional,Professional Services,Labor,External Labor,309036.96
Dec,Office & Administrative,USA,USA,R2,Functional,Project Expense,Other,Project Expenses,28120
Dec,Office & Administrative,USA,USA,R2,Functional,Property Taxes,Other,Taxes,724.28
Dec,Office & Administrative,USA,USA,R2,Functional,Purchased Software,Hardware & Software,Software,225.15
Dec,Office & Administrative,USA,USA,R2,Functional,Regular Salaries And Wages,Labor,Internal Labor,145633.5
Dec,Office & Administrative,USA,USA,R2,Functional,Retirement Medical,Labor,Internal Labor,13572.47
Dec,Office & Administrative,USA,USA,R2,Functional,Retirement Plan Match,Labor,Internal Labor,16225.46
Dec,Office & Administrative,USA,USA,R2,Functional,Savings Plan,Labor,Internal Labor,8201.46
Dec,Office & Administrative,USA,USA,R2,Functional,Settlements,Other,Project Expenses,607793.18
Dec,Office & Administrative,USA,USA,R2,Functional,Software,Depr & Amort,Amortization,15260.89
Dec,Office & Administrative,USA,USA,R2,Functional,Software Maintenance,Hardware & Software,Software Maintenance,75209.49
Dec,Office & Administrative,USA,USA,R2,Functional,Telecom,Other,Telecomm,1064.3
Dec,Office & Administrative,USA,USA,R2,Functional,Travel Expense,Other,Travel,1007.71
Dec,R&D,Europe,Belgium,Development,BU Support,Adjustments,Labor,Internal Labor,-1189.66
Dec,R&D,Europe,Belgium,Development,BU Support,Bonuses,Labor,Internal Labor,2831.93
Dec,R&D,Europe,Belgium,Development,BU Support,Employee Wellness,Labor,Internal Labor,327.83
Dec,R&D,Europe,Belgium,Development,BU Support,Insurance,Labor,Internal Labor,331.99
Dec,R&D,Europe,Belgium,Development,BU Support,Interest,Other,Vehicles,149.41
Dec,R&D,Europe,Belgium,Development,BU Support,Lease,Other,Vehicles,896.7
Dec,R&D,Europe,Belgium,Development,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,-2710.52
Dec,R&D,Europe,Belgium,Development,BU Support,Regular Salaries And Wages,Labor,Internal Labor,-10574.76
Dec,R&D,Europe,Belgium,Development,BU Support,Telecom Services,Other,Telecomm,128.2
Dec,R&D,Europe,Belgium,Development,BU Support,Training,Other,Training,4921.12
Dec,R&D,Europe,Belgium,Development,BU Support,Vacation,Labor,Internal Labor,-1789.8
Dec,R&D,Europe,Belgium,Development,BU Support,Vehicle Fuel,Other,Vehicles,260.3
Dec,R&D,USA,USA,Development,BU Support,Billing,Labor,Internal Labor,43371.07
Dec,R&D,USA,USA,Development,BU Support,Bonuses,Labor,Internal Labor,44427.18
Dec,R&D,USA,USA,Development,BU Support,Food Charges,Other,Other,2392.82
Dec,R&D,USA,USA,Development,BU Support,Individual Performance Recognition,Other,Employee Performance,3183.85
Dec,R&D,USA,USA,Development,BU Support,Insurance,Labor,Internal Labor,29995.34
Dec,R&D,USA,USA,Development,BU Support,M&E-Nondeductible,Other,Travel,249.85
Dec,R&D,USA,USA,Development,BU Support,Moving Expenses - NT,Other,Moving,21790
Dec,R&D,USA,USA,Development,BU Support,Outsourcing,Labor,External Labor,110956
Dec,R&D,USA,USA,Development,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,13606.02
Dec,R&D,USA,USA,Development,BU Support,Professional Services,Labor,External Labor,958684.71
Dec,R&D,USA,USA,Development,BU Support,Property Taxes,Other,Taxes,3107.27
Dec,R&D,USA,USA,Development,BU Support,Purchased Software,Hardware & Software,Software,793264.76
Dec,R&D,USA,USA,Development,BU Support,Regular Salaries And Wages,Labor,Internal Labor,303642.9
Dec,R&D,USA,USA,Development,BU Support,Retail Estate Gain/Loss,Other,Other,29400
Dec,R&D,USA,USA,Development,BU Support,Retirement Medical,Labor,Internal Labor,27144.93
Dec,R&D,USA,USA,Development,BU Support,Retirement Plan Match,Labor,Internal Labor,34273.55
Dec,R&D,USA,USA,Development,BU Support,Savings Plan,Labor,Internal Labor,16010.14
Dec,R&D,USA,USA,Development,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,155767.13
Dec,R&D,USA,USA,Development,BU Support,Subscriptions,Other,Other,45000
Dec,R&D,USA,USA,Development,BU Support,Taxes - General,Other,Taxes,5050
Dec,R&D,USA,USA,Development,BU Support,Telecom,Other,Telecomm,2108.65
Dec,R&D,USA,USA,Development,BU Support,Time Charges - Activities,Shared Services,Outbound Allocations,-67092
Dec,R&D,USA,USA,Development,BU Support,Training,Other,Training,350
Dec,R&D,USA,USA,Development,BU Support,Travel Expense,Other,Travel,5871.17
Dec,R&D,USA,USA,Planning,BU Support,Bonuses,Labor,Internal Labor,51818.88
Dec,R&D,USA,USA,Planning,BU Support,Computer Hardware,Hardware & Software,Hardware,16
Dec,R&D,USA,USA,Planning,BU Support,Conferences,Other,Training,392.25
Dec,R&D,USA,USA,Planning,BU Support,Individual Performance Recognition,Other,Employee Performance,6417.43
Dec,R&D,USA,USA,Planning,BU Support,Insurance,Labor,Internal Labor,44055.64
Dec,R&D,USA,USA,Planning,BU Support,Materials,Other,Supplies,562.31
Dec,R&D,USA,USA,Planning,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,22132.77
Dec,R&D,USA,USA,Planning,BU Support,Property Taxes,Other,Taxes,12.67
Dec,R&D,USA,USA,Planning,BU Support,Purchased Software,Hardware & Software,Software,956.88
Dec,R&D,USA,USA,Planning,BU Support,Regular Salaries And Wages,Labor,Internal Labor,398813.34
Dec,R&D,USA,USA,Planning,BU Support,Retirement Medical,Labor,Internal Labor,39869.12
Dec,R&D,USA,USA,Planning,BU Support,Retirement Plan Match,Labor,Internal Labor,44372.58
Dec,R&D,USA,USA,Planning,BU Support,Savings Plan,Labor,Internal Labor,23111.48
Dec,R&D,USA,USA,Planning,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,693.76
Dec,R&D,USA,USA,Planning,BU Support,Subscriptions,Other,Other,317.8
Dec,R&D,USA,USA,Planning,BU Support,Team Performance,Other,Recognition,218.6
Dec,R&D,USA,USA,Planning,BU Support,Telecom,Other,Telecomm,61.62
Dec,R&D,USA,USA,Planning,BU Support,Time Charges - Activities,Shared Services,Outbound Allocations,-22548.8
Dec,R&D,USA,USA,Planning,BU Support,Training,Other,Training,33474.99
Dec,R&D,USA,USA,Planning,BU Support,Transportation - Air,Other,Other,11.39
Dec,R&D,USA,USA,Planning,BU Support,Travel Expense,Other,Travel,96.29
Dec,Services,USA,USA,Six Sigma,Enablement,Bonuses,Labor,Internal Labor,6803.6
Dec,Services,USA,USA,Six Sigma,Enablement,Individual Performance Recognition,Other,Employee Performance,207.9
Dec,Services,USA,USA,Six Sigma,Enablement,Insurance,Labor,Internal Labor,5626.28
Dec,Services,USA,USA,Six Sigma,Enablement,M&E-Nondeductible,Other,Travel,208.1
Dec,Services,USA,USA,Six Sigma,Enablement,Materials,Other,Supplies,106.99
Dec,Services,USA,USA,Six Sigma,Enablement,Moving Expenses - NT,Other,Moving,3221.81
Dec,Services,USA,USA,Six Sigma,Enablement,Payroll Taxes - Salaries,Labor,Internal Labor,3119.15
Dec,Services,USA,USA,Six Sigma,Enablement,Purchased Software,Hardware & Software,Software,37.52
Dec,Services,USA,USA,Six Sigma,Enablement,Regular Salaries And Wages,Labor,Internal Labor,51654
Dec,Services,USA,USA,Six Sigma,Enablement,Retirement Medical,Labor,Internal Labor,5089.68
Dec,Services,USA,USA,Six Sigma,Enablement,Retirement Plan Match,Labor,Internal Labor,5756.17
Dec,Services,USA,USA,Six Sigma,Enablement,Savings Plan,Labor,Internal Labor,2503.28
